date,text
2021-04-17 14:14:12,b'RT @Vj_master_642: #RIPVivekSir Covaxin ah ? \xf0\x9f\x98\xae\xf0\x9f\x92\x94 https://t.co/9ZComSqQ9T'
2021-04-17 14:13:44,b'@SankarakilaR @karupalaniappan All my relatives in Chennai have got vaccinated with Covaxin in govt hospitals near\xe2\x80\xa6 https://t.co/m8o18UOg5g'
2021-04-17 14:13:18,b'RT @Rajendrap27: @AmhiDombivlikar My Dad and uncle got 2nd dose of COVAXIN at Noble Hospital yesterday... Comparatively no rush as compared\xe2\x80\xa6'
2021-04-17 14:13:01,"b'@vinayvaani @DhatrishD @ANI @vinayvaani so India exported its ""production limited Covaxin"" and you want to stop cha\xe2\x80\xa6 https://t.co/6CpdLTVOAx'"
2021-04-17 14:12:57,b'RT @BharatBiotech: We completely reject the false and malicious reporting by @CNBCTV18News on COVAXIN\xc2\xae supplies to international markets.\xe2\x80\xa6'
2021-04-17 14:12:11,"b'#FinancialSupportToVaccinationProduction\nGovt aids Bharat Biotech with \xe2\x82\xb965 crore grant, 3 PSUs\xe2\x80\x99 support to make Cov\xe2\x80\xa6 https://t.co/IzGWxJLfPH'"
2021-04-17 14:12:05,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 14:11:48,b'RT @jagritysablok1: This is Shocking!\n\nBrazil\xe2\x80\x99s report on Bharat Biotech\xe2\x80\x99s Covaxin plant raised serious GMP violations.\n\nFindings shows tha\xe2\x80\xa6'
2021-04-17 14:11:34,"b'@AmhiDombivlikar Do they have the same condition as Nobel Hospital, that only those people who took the first covax\xe2\x80\xa6 https://t.co/O9qxXTtfgf'"
2021-04-17 14:11:24,b'@ajaykumarchinni Took my 2nd shot also at the same place as the 1st  one at PHC Shamirpet as NO crowds there both t\xe2\x80\xa6 https://t.co/IX4gF7weqc'
2021-04-17 14:10:54,b'RT @AmhiDombivlikar: Second vaccine of #COVAXIN is available at AIMS #Dombivli. Any kind of prior registration is not mandatory.\n100 vaccin\xe2\x80\xa6'
2021-04-17 14:10:45,b'@SidShirole Hi is there any possibility of having this update a day in advance my parents have had their first Jab\xe2\x80\xa6 https://t.co/y5LYO36DGX'
2021-04-17 14:10:00,b'RT @Rajendrap27: @AmhiDombivlikar My Dad and uncle got 2nd dose of COVAXIN at Noble Hospital yesterday... Comparatively no rush as compared\xe2\x80\xa6'
2021-04-17 14:09:48,b'RT @AmhiDombivlikar: Second vaccine of #COVAXIN is available at AIMS #Dombivli. Any kind of prior registration is not mandatory.\n100 vaccin\xe2\x80\xa6'
2021-04-17 14:09:43,"b'@PMOIndia @MoHFW_INDIA - Increasing the productivity of Covaxin should hv started long back, why so late? Giving ap\xe2\x80\xa6 https://t.co/1FccfVr71O'"
2021-04-17 14:09:43,"b'@Chellaney Have not seen any news of any testing for Sputnik V in India.  How has this been given authorisation, wh\xe2\x80\xa6 https://t.co/pjCIq98aj9'"
2021-04-17 14:09:21,"b""RT @ARanganathan72: Quint: Brazilian Regulator rejected @BharatBiotech's  COVAXIN as it didn't do Inactivation Kinetics among other things.\xe2\x80\xa6"""
2021-04-17 14:09:15,b'@AmhiDombivlikar My Dad and uncle got 2nd dose of COVAXIN at Noble Hospital yesterday... Comparatively no rush as c\xe2\x80\xa6 https://t.co/ImWbrmMoT7'
2021-04-17 14:09:13,b'RT @AmhiDombivlikar: Second vaccine of #COVAXIN is available at AIMS #Dombivli. Any kind of prior registration is not mandatory.\n100 vaccin\xe2\x80\xa6'
2021-04-17 14:09:05,b'RT @AmhiDombivlikar: Second vaccine of #COVAXIN is available at AIMS #Dombivli. Any kind of prior registration is not mandatory.\n100 vaccin\xe2\x80\xa6'
2021-04-17 14:09:01,"b'RT @KadianTweets: The guy mocked Covishield and Covaxin, so I won\xe2\x80\x99t trust him too much, but then Indian media also mocked the approvals so\xe2\x80\xa6'"
2021-04-17 14:08:59,b'RT @vinayvaani: @ANI India was duty bound to export Covishield as it was developed in partnership with Britain.\nAnd by the way! Has Rahul G\xe2\x80\xa6'
2021-04-17 14:08:39,"b""RT @GauravPandhi: One more of @RahulGandhi's suggestions have been accepted by the Govt. \n\n9 April: Provide suppliers with necessary resour\xe2\x80\xa6"""
2021-04-17 14:07:27,b'Centre to increase production of Covaxin to address shortage of COVID-19 vaccine  https://t.co/DtCQAmuEyR'
2021-04-17 14:07:17,b'RT @AmhiDombivlikar: Second vaccine of #COVAXIN is available at AIMS #Dombivli. Any kind of prior registration is not mandatory.\n100 vaccin\xe2\x80\xa6'
2021-04-17 14:07:08,b'Govt Plans To Increase Covaxin Production Capacity To 6-7 Crore Doses Per Month By July-August https://t.co/mh5koa9HTT'
2021-04-17 14:06:55,"b'RT @lalvivek: @ErikSolheim @ojaseyyyyy Sir, @Actor_Vivek a real hero who planted thousands of trees all over Tamilnadu died today all in su\xe2\x80\xa6'"
2021-04-17 14:06:52,"b'Govt aids Bharat Biotech with \xe2\x82\xb965 crore grant, 3 PSUs\xe2\x80\x99 support to make Covaxin https://t.co/iqpwBFaiBT'"
2021-04-17 14:06:46,b'Second vaccine of #COVAXIN is available at AIMS #Dombivli. Any kind of prior registration is not mandatory.\n100 vac\xe2\x80\xa6 https://t.co/WFQymFnhDo'
2021-04-17 14:06:40,b'RT @Vj_master_642: #RIPVivekSir Covaxin ah ? \xf0\x9f\x98\xae\xf0\x9f\x92\x94 https://t.co/9ZComSqQ9T'
2021-04-17 14:05:33,"b""RT @GauravPandhi: One more of @RahulGandhi's suggestions have been accepted by the Govt. \n\n9 April: Provide suppliers with necessary resour\xe2\x80\xa6"""
2021-04-17 14:04:40,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 14:04:25,b'RT @jagritysablok1: This is Shocking!\n\nBrazil\xe2\x80\x99s report on Bharat Biotech\xe2\x80\x99s Covaxin plant raised serious GMP violations.\n\nFindings shows tha\xe2\x80\xa6'
2021-04-17 14:03:37,"b""RT @CNBCTV18News: Haffkine Biopharma, located in the heart of Mumbai, received the nod to manufacture @BharatBiotech's #Covaxin. The 45-yea\xe2\x80\xa6"""
2021-04-17 14:03:21,b'@stalinsrini @DhatrishD @ANI We have Covaxin as well. But their production is limited. Sputnik has now got approval\xe2\x80\xa6 https://t.co/TGTuYqajrN'
2021-04-17 14:03:05,b'RT @himantabiswa: #CovidVaccine Update\n\nAs of now we have the following stocks:\n\n1.Covishield ~ 3.25 lakh dose\n2.Covaxin ~ 2 lakh dose\n\nAno\xe2\x80\xa6'
2021-04-17 14:02:28,"b""RT @Zizezkianism: India's covaxin is being rejected in Brazil because our idiots didn't deactivate the virus and ended up giving Covid inst\xe2\x80\xa6"""
2021-04-17 14:01:40,b'The wailing of Ambulances sirens in Mumbai is non-stop yet Millions are on the roads performing their routine activ\xe2\x80\xa6 https://t.co/tZWJ7NGsvh'
2021-04-17 14:01:01,b'@DipshikhaGhosh Me - Both doses of covaxin ..'
2021-04-17 14:01:00,"b'RT @PriyankaPulla: [New story] Two weeks ago, the Brazilian regulator Anvisa published a report listing a number of quality control problem\xe2\x80\xa6'"
2021-04-17 14:00:54,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 14:00:45,"b'RT @SuPriyoBabul: Govt aids Bharat Biotech with \xe2\x82\xb965 crore grant, 3 PSUs\xe2\x80\x99 support to make Covaxin\nhttps://t.co/fiOj9Tj2fC'"
2021-04-17 14:00:43,"b""@hodude81 @NARAYANRAO12 @PriyankaPulla @jamewils Dude you're the one lying when you say Government rolled out Covax\xe2\x80\xa6 https://t.co/27OrENHqgz"""
2021-04-17 14:00:07,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:59:48,b'RT @himantabiswa: #CovidVaccine Update\n\nAs of now we have the following stocks:\n\n1.Covishield ~ 3.25 lakh dose\n2.Covaxin ~ 2 lakh dose\n\nAno\xe2\x80\xa6'
2021-04-17 13:59:11,b'RT @umasudhir: #NDTV reported yesterday that #AndhraPradesh has stopped vaccinations as they have NIL stock &amp; @AndhraPradeshCM wrote to @PM\xe2\x80\xa6'
2021-04-17 13:59:08,"b'RT @CMOMaharashtra: The Dept of Science &amp; Technology, Government of India, has granted approval to Haffkine Institute to produce Bharat Bio\xe2\x80\xa6'"
2021-04-17 13:59:04,b'@PMOIndia why covaxin 100% export cuz caovaxin is better than COVID shield'
2021-04-17 13:58:56,"b""RT @ARanganathan72: Quint: Brazilian Regulator rejected @BharatBiotech's  COVAXIN as it didn't do Inactivation Kinetics among other things.\xe2\x80\xa6"""
2021-04-17 13:58:38,b'RT @ani_digital: Covaxin production capacity to be doubled by May-June: Centre\n\nRead @ANI Story | https://t.co/NkkYky4U1d https://t.co/pwDH\xe2\x80\xa6'
2021-04-17 13:58:27,"b'RT @CMOMaharashtra: The Dept of Science &amp; Technology, Government of India, has granted approval to Haffkine Institute to produce Bharat Bio\xe2\x80\xa6'"
2021-04-17 13:57:28,"b""RT @CNBCTV18News: Haffkine Biopharma, located in the heart of Mumbai, received the nod to manufacture @BharatBiotech's #Covaxin. The 45-yea\xe2\x80\xa6"""
2021-04-17 13:57:24,b'@realpritesh @VebsChandruva @ExSecular @narendramodi As per news yesterday Govt is trying to increase per.month Cov\xe2\x80\xa6 https://t.co/9xDlN8zn5e'
2021-04-17 13:56:31,b'RT @vignesh_viki1: Getting mileage for 3 month old video \n\nWhen everyone was sceptical about covaxin at that time.\n\n@DrSenthil_MDRD is it t\xe2\x80\xa6'
2021-04-17 13:56:23,b'RT @Chatterj1Asking: Covidshield or covaxin which one is better?'
2021-04-17 13:55:58,"b'RT @drharshvardhan: To increase production of #Covaxin, financial support is being extended to:\n\n\xe2\x96\xab\xef\xb8\x8fBharat Biotech\xe2\x80\x99s new Bangalore facility\xe2\x80\xa6'"
2021-04-17 13:55:55,b'RT @drharshvardhan: Augmenting #COVID19Vaccine supplies on war footing!\n\nProduction of #Covaxin to be increased from 1 cr doses/month curre\xe2\x80\xa6'
2021-04-17 13:55:41,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:54:46,"b'RT @KadianTweets: The guy mocked Covishield and Covaxin, so I won\xe2\x80\x99t trust him too much, but then Indian media also mocked the approvals so\xe2\x80\xa6'"
2021-04-17 13:54:40,b'Is this why third phase study data on COVAXIN of Bharat Biotech not made public??\n\nhttps://t.co/jLEKIf7N79'
2021-04-17 13:54:02,b'@pragathis7 @deepgnimbalkar @Kaalateetham Both my parents took 2 doses of Covaxin. Both are stable. It has been 5 d\xe2\x80\xa6 https://t.co/o96PBAcPmp'
2021-04-17 13:52:49,"b'@DrFaucis1 please talk about #Covaxin great vaccine, we need us EUA'"
2021-04-17 13:52:44,"b""RT @TheQuint: Brazil's drug regulator raised serious GMP concerns at Bharat Biotech's #Covaxin plant. To understand how serious the report\xe2\x80\xa6"""
2021-04-17 13:52:40,"b""RT @ARanganathan72: Why are you so triggered? Don't bring your politics or ideology into a scientific discussion.\n\nMy tweet simply mentione\xe2\x80\xa6"""
2021-04-17 13:52:15,"b'@chennaicorp My parents got 1st dose of Covaxin on March 17th. When they went to the same hospital for 2nd dose, th\xe2\x80\xa6 https://t.co/ESR3NIc09C'"
2021-04-17 13:52:10,b'@India_Policy COVAXIN got emergency approval in January first week. It took 4 months to govt to discover that they\xe2\x80\xa6 https://t.co/0EIRrfTP5l'
2021-04-17 13:51:42,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:51:35,b'RT @__phoenix_fire_: You have taken both doses of covaxin/covidshield? Wonderful!\nYou had corona once and now have developed antibodies? Ev\xe2\x80\xa6'
2021-04-17 13:51:26,b'RT @priyankac19: Maharashtra govt has budgeted Rs 150 crore for expansion of the Haffkine plant. The approval has come on the basis of reco\xe2\x80\xa6'
2021-04-17 13:51:25,b'@GouravVallabh Wee need Pfizer and Moderna vaccines . They are the best. Us vaccines are best studies show.\n\nBaki C\xe2\x80\xa6 https://t.co/b2BafsLmlB'
2021-04-17 13:51:23,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 13:51:19,"b'RT @Aryan_warlord: Dad got his 2nd dose of #Covaxin at @ChemburSrv today .\nVery low crowd for 2nd dose ,nurses were upfront in admitting th\xe2\x80\xa6'"
2021-04-17 13:51:06,"b""RT @ARanganathan72: Why are you so triggered? Don't bring your politics or ideology into a scientific discussion.\n\nMy tweet simply mentione\xe2\x80\xa6"""
2021-04-17 13:50:39,"b'RT @c400_t: India: post vaccination death #235\n\nTamilnadu: Chennai district\n\nTamil actor Vivekh (59) died on 4.35 am on April 17, due to a\xe2\x80\xa6'"
2021-04-17 13:50:10,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:50:05,b'@DipshikhaGhosh Family doctor suggested Covaxin for parents as both have asthma and Mum is allergic to few medicine\xe2\x80\xa6 https://t.co/gWE8IhmxSm'
2021-04-17 13:50:01,"b'RT @PriyankaPulla: [New story] Two weeks ago, the Brazilian regulator Anvisa published a report listing a number of quality control problem\xe2\x80\xa6'"
2021-04-17 13:49:50,"b'RT @c400_t: India: post vaccination death #235\n\nTamilnadu: Chennai district\n\nTamil actor Vivekh (59) died on 4.35 am on April 17, due to a\xe2\x80\xa6'"
2021-04-17 13:49:40,"b""RT @Zizezkianism: India's covaxin is being rejected in Brazil because our idiots didn't deactivate the virus and ended up giving Covid inst\xe2\x80\xa6"""
2021-04-17 13:49:22,b'RT @vignesh_viki1: Getting mileage for 3 month old video \n\nWhen everyone was sceptical about covaxin at that time.\n\n@DrSenthil_MDRD is it t\xe2\x80\xa6'
2021-04-17 13:49:04,b'RT @umasudhir: #NDTV reported yesterday that #AndhraPradesh has stopped vaccinations as they have NIL stock &amp; @AndhraPradeshCM wrote to @PM\xe2\x80\xa6'
2021-04-17 13:48:44,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:48:42,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:48:33,"b""Indian Government's best bet is to involve more firms in expediting Covaxin production \n\n\xf0\x9f\x91\x89Covishield halt due to US\xe2\x80\xa6 https://t.co/JebOzlkIV9"""
2021-04-17 13:48:27,b'RT @vinayvaani: @ANI India was duty bound to export Covishield as it was developed in partnership with Britain.\nAnd by the way! Has Rahul G\xe2\x80\xa6'
2021-04-17 13:48:19,"b'RT @Aryan_warlord: Dad got his 2nd dose of #Covaxin at @ChemburSrv today .\nVery low crowd for 2nd dose ,nurses were upfront in admitting th\xe2\x80\xa6'"
2021-04-17 13:47:57,"b'@mjavinod Same for my mother, she is saying that she will take only covaxin not covishield because of blood clot issue.'"
2021-04-17 13:47:31,"b'@30kKozak19 @NARAYANRAO12 @PriyankaPulla @jamewils Lol. Perception lies in your understanding, which is not in my h\xe2\x80\xa6 https://t.co/pzciMR9ijm'"
2021-04-17 13:47:16,"b""RT @ARanganathan72: Why are you so triggered? Don't bring your politics or ideology into a scientific discussion.\n\nMy tweet simply mentione\xe2\x80\xa6"""
2021-04-17 13:47:10,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:47:01,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 13:46:17,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:45:46,"b'RT @KanchanGupta: \xe2\x80\x98Production of Covaxin will be doubled by May-June 2021 and then 6-7 fold by July-Aug 2021, increasing output from 1 cror\xe2\x80\xa6'"
2021-04-17 13:44:50,"b'RT @PriyankaPulla: [New story] Two weeks ago, the Brazilian regulator Anvisa published a report listing a number of quality control problem\xe2\x80\xa6'"
2021-04-17 13:44:32,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:43:04,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:42:51,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 13:42:24,b'RT @drshamamohd: Why is Covaxin priced higher than Covishield? Must find out who all have stakes in the Covaxin production'
2021-04-17 13:42:12,"b""RT @Zizezkianism: India's covaxin is being rejected in Brazil because our idiots didn't deactivate the virus and ended up giving Covid inst\xe2\x80\xa6"""
2021-04-17 13:41:22,b'@FaheemYounus \nSir could you pls clarify about this article ..I and my family have vaccinated with Covaxin and this\xe2\x80\xa6 https://t.co/uBfw17vtkL'
2021-04-17 13:40:42,b'@SuchitraElla Update on Covaxin trials? Over 2Million cases the past few weeks in India.'
2021-04-17 13:40:12,b'*Got my 2nd shot of Covaxin vaccine\xe2\x80\xa2  today. Arm doesn\xe2\x80\x99t hurt and no symptoms yet. Very grateful to Indian scientis\xe2\x80\xa6 https://t.co/rvXC5R8yqC'
2021-04-17 13:40:07,"b'RT @PriyankaPulla: [New story] Two weeks ago, the Brazilian regulator Anvisa published a report listing a number of quality control problem\xe2\x80\xa6'"
2021-04-17 13:39:07,b'RT @SaketGokhale: The order for vaccine doses placed by the Govt thru funding from the budget is prices at Rs. 157.50 per unit for both Cov\xe2\x80\xa6'
2021-04-17 13:38:54,b'RT @siddharth3: An exceptional piece on the process of making Covaxin and testing for its safety. (I wish more journalism was this good. Ex\xe2\x80\xa6'
2021-04-17 13:38:54,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:38:28,b'RT @Vj_master_642: #RIPVivekSir Covaxin ah ? \xf0\x9f\x98\xae\xf0\x9f\x92\x94 https://t.co/9ZComSqQ9T'
2021-04-17 13:37:42,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 13:37:41,b'RT @jagritysablok1: This is Shocking!\n\nBrazil\xe2\x80\x99s report on Bharat Biotech\xe2\x80\x99s Covaxin plant raised serious GMP violations.\n\nFindings shows tha\xe2\x80\xa6'
2021-04-17 13:37:35,b'@CA_Kalpesh1412 @DarshanNPopat Been enquiring about it too... you might be able to get it next week probably... cur\xe2\x80\xa6 https://t.co/n1R00aoGP4'
2021-04-17 13:37:14,"b'@sonaliranade @RahulGandhi Headline management. Besides, Bharat Biotech has still not furnished 3rd face trial data\xe2\x80\xa6 https://t.co/A3hKL1i82M'"
2021-04-17 13:36:31,"b'RT @DoctorLFC: + I was trying to find the average duration after first dose in these 150 individuals, if any of them had received both dose\xe2\x80\xa6'"
2021-04-17 13:36:24,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:36:16,b'RT @vinayvaani: @ANI India was duty bound to export Covishield as it was developed in partnership with Britain.\nAnd by the way! Has Rahul G\xe2\x80\xa6'
2021-04-17 13:36:01,"b'@rdivia @d_s_thakur That was a specific request by Maharashtra government. Hope they knew about points you said, be\xe2\x80\xa6 https://t.co/deREFD8JFb'"
2021-04-17 13:35:41,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:35:18,b'RT @drharshvardhan: Augmenting #COVID19Vaccine supplies on war footing!\n\nProduction of #Covaxin to be increased from 1 cr doses/month curre\xe2\x80\xa6'
2021-04-17 13:35:11,"b""RT @GauravPandhi: One more of @RahulGandhi's suggestions have been accepted by the Govt. \n\n9 April: Provide suppliers with necessary resour\xe2\x80\xa6"""
2021-04-17 13:35:07,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 13:34:30,b'An important read on #covaxin \n\nhttps://t.co/MEz7P2qlQW'
2021-04-17 13:33:56,b'RT @Vj_master_642: #RIPVivekSir Covaxin ah ? \xf0\x9f\x98\xae\xf0\x9f\x92\x94 https://t.co/9ZComSqQ9T'
2021-04-17 13:33:11,b'RT @vinayvaani: @ANI India was duty bound to export Covishield as it was developed in partnership with Britain.\nAnd by the way! Has Rahul G\xe2\x80\xa6'
2021-04-17 13:32:27,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:32:15,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:32:12,"b'RT @CMOMaharashtra: The Dept of Science &amp; Technology, Government of India, has granted approval to Haffkine Institute to produce Bharat Bio\xe2\x80\xa6'"
2021-04-17 13:31:41,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:31:11,b'@ANI India was duty bound to export Covishield as it was developed in partnership with Britain.\nAnd by the way! Has\xe2\x80\xa6 https://t.co/MwQWdsrUzC'
2021-04-17 13:30:20,b'RT @jagritysablok1: This is Shocking!\n\nBrazil\xe2\x80\x99s report on Bharat Biotech\xe2\x80\x99s Covaxin plant raised serious GMP violations.\n\nFindings shows tha\xe2\x80\xa6'
2021-04-17 13:29:25,"b""RT @ARanganathan72: Mexico's health regulator Cofepris approves Bharat Biotech's Covaxin. Mexico is a member of Pharma Inspection Co-op Sch\xe2\x80\xa6"""
2021-04-17 13:27:58,b'RT @Broufus: 1. Covaxin is supposed to have an inactivated covid virus in its vaccine.\n2. The report from Brazil confirms that the virus is\xe2\x80\xa6'
2021-04-17 13:27:39,"b""RT @ARanganathan72: Quint: Brazilian Regulator rejected @BharatBiotech's  COVAXIN as it didn't do Inactivation Kinetics among other things.\xe2\x80\xa6"""
2021-04-17 13:27:32,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:27:20,b'RT @SaketGokhale: Exclusive: Was India\xe2\x80\x99s \xe2\x80\x9cvaccine export\xe2\x80\x9d an elaborate scam?\n\nGovt of India tells me that it initially procured 5.6 crore d\xe2\x80\xa6'
2021-04-17 13:26:36,"b'Amidst all the rising cases, people don\xe2\x80\x99t forget to get your vaccine if you\xe2\x80\x99re eligible. If nothing else, it\xe2\x80\x99ll hel\xe2\x80\xa6 https://t.co/saZkfkkPUA'"
2021-04-17 13:26:29,"b'RT @SidShirole: #COVAXIN 2nd Dose is available at Joshi Hospital, Kamala Nehru Park #Shivajinagar. Do #WalkIn\nPlease note this is only for\xe2\x80\xa6'"
2021-04-17 13:26:27,b'RT @VineethAbraham9: Time to step up on vaccination. Request @PMOIndia and @MoHFW_INDIA to open up the Covid vaccination drive to all citiz\xe2\x80\xa6'
2021-04-17 13:26:22,b'RT @Broufus: 1. Covaxin is supposed to have an inactivated covid virus in its vaccine.\n2. The report from Brazil confirms that the virus is\xe2\x80\xa6'
2021-04-17 13:25:55,b'Explainer: Covaxin production ramp up and its challenges https://t.co/rLBXH0imYQ'
2021-04-17 13:25:50,b'RT @James69686888: $ocgn #ocgn 0% sell &amp; STRONG BUY\n\nHuge movement up incoming #covaxin https://t.co/IKz91Rm4iP'
2021-04-17 13:25:45,"b'RT @James69686888: OCGN from the conference just now  \xe2\x80\x98\xe2\x80\x99 covaxin no side effects , data and EUA submission in the next 2 weeks\xe2\x80\x99\xe2\x80\x99\n\n \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x9a\x80\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\xa4\x9d\xf0\x9f\x9a\x80\xf0\x9f\xa4\x9d\xe2\x80\xa6'"
2021-04-17 13:25:35,b'RT @James69686888: It\xe2\x80\x99s a matter of time before announcing #covaxin to #USA via #ocugen @BharatBiotech @Ocugen #ocgn'
2021-04-17 13:25:33,"b'RT @Rwnchang280: covid-19 vaccine in assam, covaxin vs covishield https://t.co/9XqkLGMFEQ'"
2021-04-17 13:24:46,"b""RT @GauravPandhi: One more of @RahulGandhi's suggestions have been accepted by the Govt. \n\n9 April: Provide suppliers with necessary resour\xe2\x80\xa6"""
2021-04-17 13:24:39,b'@yuvipanda Covaxin is more commonly available where I live and have seen next to no side effects fwiw. Most of my family got that.'
2021-04-17 13:24:32,"b""RT @rdivia: A short info on central govt's tie up with Haffkine that was announced yesterday.  Haffkine will take *at least* 12 months to s\xe2\x80\xa6"""
2021-04-17 13:24:02,b'RT @Vj_master_642: #RIPVivekSir Covaxin ah ? \xf0\x9f\x98\xae\xf0\x9f\x92\x94 https://t.co/9ZComSqQ9T'
2021-04-17 13:23:19,b'RT @supra82549047: @PadmakarTillu In Pune in Jayabai  Sutar government hospital my mom had to wait 5 hours in a queue to get second dose of\xe2\x80\xa6'
2021-04-17 13:23:12,b'@blsanthosh @narendramodi @DVSadanandGowda @mansukhmandviya Now govt should also produce more covaxin for nations u\xe2\x80\xa6 https://t.co/BLBqBhxH1f'
2021-04-17 13:22:30,"b""RT @Mahesh10816: Covaxin or Covishield doesn't matter , kindly go and get vaccinated"""
2021-04-17 13:22:16,b'RT @jagritysablok1: This is Shocking!\n\nBrazil\xe2\x80\x99s report on Bharat Biotech\xe2\x80\x99s Covaxin plant raised serious GMP violations.\n\nFindings shows tha\xe2\x80\xa6'
2021-04-17 13:22:15,b'RT @Chatterj1Asking: Covidshield or covaxin which one is better?'
2021-04-17 13:21:53,b'RT @Ashua1979: @timesofindia @narendramodi Probably now is time to start \nVaccinations vaccinations vaccinations\nLet all hell loose on this\xe2\x80\xa6'
2021-04-17 13:21:26,"b""RT @CNBCTV18News: Haffkine Biopharma, located in the heart of Mumbai, received the nod to manufacture @BharatBiotech's #Covaxin. The 45-yea\xe2\x80\xa6"""
2021-04-17 13:21:19,b'RT @Vj_master_642: #RIPVivekSir Covaxin ah ? \xf0\x9f\x98\xae\xf0\x9f\x92\x94 https://t.co/9ZComSqQ9T'
